OBJECTID,SOURCE_ID,COUNTRY,NAME,LEAST_DEPTH,MAX_DEPTH,DEPTH_INFO,DEPTH_PREC,OBJECT_LENGTH,LOC_PREC,SITE_AREA,SINK_CONTEXT,SINK_YR,DATING,PERIOD,STATUTORY_PROT,OBJ_DESC,SHIP_CHAR,OBJ_TYPE,EST_TONNAGE,PLACE_ORIG,PLACE_DEST,ARTEFACTS,COAST_DIST,SOURCE_INFO,REFERENCE,WEBSITE1,WEBSITE2
"86",FR 0000006771 00003,France,n.a.,2,,n.a.,Least depth known,,5,,n.a.,,n.a.,n.a.,n.a.,1st det: sailboat with 2 masts lying on its side,n.a.,Coaster,,n.a.,n.a.,n.a.,91.9144760993,SHOM,n.a.,n.a.,n.a.
"87",FR 0000000108 00001,France,n.a.,1.2,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"03/25/1989: Wreck 25 meters long, 10 meters wide, protruding 5 meters from the bottom, inclined 30° to starboard, covered with algae, oriented at 090/270°. 27/08/1986: Rests on the bottom without apparent list, 27 meters long, oriented at 304°",Iron barge,"Raft, barge",,n.a.,n.a.,n.a.,2476.16456382,SHOM,n.a.,n.a.,n.a.
"88",FR 0000131634 00003,France,n.a.,16.3,,n.a.,Least depth known,12.9,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,313.009434748,SHOM,n.a.,n.a.,n.a.
"89",FR 0000000101 00001,France,Ismini,,,n.a.,Unknown depth,,1.2,,n.a.,,n.a.,n.a.,n.a.,Orientation to 140,Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,3387.52446596,SHOM,n.a.,n.a.,n.a.
"90",FR 0000131633 00003,France,n.a.,18.3,,n.a.,Least depth known,10.6,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,709.682447402,SHOM,n.a.,n.a.,n.a.
"91",FR 0000131635 00003,France,n.a.,13.1,,n.a.,Least depth known,23,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,234.14858934,SHOM,n.a.,n.a.,n.a.
"92",FR 0000000107 00001,France,n.a.,0,,n.a.,Least depth known,,6,,n.a.,,n.a.,n.a.,n.a.,"1 st determination: 1986, length: 25 meters, width: 4 meters, front submerged, rear submerged, high point: post at the front. North-South orientation",n.a.,n.a.,,n.a.,n.a.,n.a.,2685.1112465,SHOM,n.a.,n.a.,n.a.
"93",FR 0000450157 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,819.384677222,SHOM,n.a.,n.a.,n.a.
"94",FR 0000450156 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,871.021938111,SHOM,n.a.,n.a.,n.a.
"95",FR 0000450159 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,327.217568107,SHOM,n.a.,n.a.,n.a.
"96",FR 0000450155 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,603.415555102,SHOM,n.a.,n.a.,n.a.
"97",FR 0000122199 00003,France,n.a.,,,n.a.,Unknown depth,,200,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,130.317481418,SHOM,n.a.,n.a.,n.a.
"98",FR 0000216189 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,sailboat without mast,n.a.,n.a.,,n.a.,n.a.,n.a.,92.8162992827,SHOM,n.a.,n.a.,n.a.
"99",FR 0000216187 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,steel sailboat without mast,n.a.,n.a.,,n.a.,n.a.,n.a.,16.4922848764,SHOM,n.a.,n.a.,n.a.
"100",FR 0000216188 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,ship,n.a.,n.a.,,n.a.,n.a.,n.a.,35.7017114372,SHOM,n.a.,n.a.,n.a.
"101",FR 0000122284 00003,France,n.a.,,,n.a.,Unknown depth,,200,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,4467.82609085,SHOM,n.a.,n.a.,n.a.
"102",FR 0000129918 00001,France,n.a.,33.2,,n.a.,Least depth known,50.8,1.6,,This freighter sank in 1999 during Cyclone Léni,"1999",n.a.,n.a.,n.a.,n.a.,Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,1844.16032466,SHOM,n.a.,n.a.,n.a.
"103",FR 0000160327 00001,France,n.a.,,,n.a.,Unknown depth,38,10,,n.a.,,n.a.,n.a.,n.a.,"03/03/2009: The wreck stranded on the shore is 38 meters long, 7.50 meters wide and oriented 025 ° / 205 °",Barge,"Raft, barge",,n.a.,n.a.,n.a.,1021.38178552,SHOM,n.a.,n.a.,n.a.
"104",FR 0000173555 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1145.08129407,SHOM,n.a.,n.a.,n.a.
"105",FR 0000173952 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,804.202648847,SHOM,n.a.,n.a.,n.a.
"106",FR 0000173953 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,354.150106543,SHOM,n.a.,n.a.,n.a.
"107",FR 0000173954 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1069.42237623,SHOM,n.a.,n.a.,n.a.
"108",FR 0000173955 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1018.36580684,SHOM,n.a.,n.a.,n.a.
"109",FR 0000173956 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,891.624084082,SHOM,n.a.,n.a.,n.a.
"110",FR 0000173957 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,570.909865747,SHOM,n.a.,n.a.,n.a.
"111",FR 0000173958 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,408.388999324,SHOM,n.a.,n.a.,n.a.
"112",FR 0000173959 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,425.979970229,SHOM,n.a.,n.a.,n.a.
"113",FR 0000174255 00003,France,n.a.,,,n.a.,Unknown depth,,20,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,859.597926862,SHOM,n.a.,n.a.,n.a.
"114",FR 0000214954 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,458.256959894,SHOM,n.a.,n.a.,n.a.
"115",FR 0000214953 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,374.838978234,SHOM,n.a.,n.a.,n.a.
"116",FR 0000214952 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,987.732236545,SHOM,n.a.,n.a.,n.a.
"117",FR 0000278760 00003,France,n.a.,17.4,,n.a.,Least depth known,13.8,1.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,4286.64800272,SHOM,n.a.,n.a.,n.a.
"118",FR 0000214955 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,331.713437308,SHOM,n.a.,n.a.,n.a.
"119",FR 0000214956 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,508.736025962,SHOM,n.a.,n.a.,n.a.
"120",FR 0000214957 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,985.340069675,SHOM,n.a.,n.a.,n.a.
"121",FR 0000214959 00003,France,SANDY,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,461.318066009,SHOM,n.a.,n.a.,n.a.
"122",FR 0000214958 00003,France,CYAPOCK,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,'STARFISH' inscription on the port stern,n.a.,n.a.,,n.a.,n.a.,n.a.,752.256000301,SHOM,n.a.,n.a.,n.a.
"123",FR 0000216182 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,641.591220085,SHOM,n.a.,n.a.,n.a.
"124",FR 0000278752 00003,France,n.a.,16.1,,n.a.,Least depth known,10.8,1.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3345.02995782,SHOM,n.a.,n.a.,n.a.
"125",FR 0000278759 00003,France,n.a.,16.6,,n.a.,Least depth known,12.4,1.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3346.42419623,SHOM,n.a.,n.a.,n.a.
"126",FR 0000020986 00003,France,n.a.,9.1,,n.a.,Least depth known,1.5,1,,n.a.,,n.a.,n.a.,n.a.,1st det: piece of wreck 1.5m long,n.a.,n.a.,,n.a.,n.a.,n.a.,532.603501472,SHOM,n.a.,n.a.,n.a.
"127",FR 0000020988 00003,France,n.a.,9.4,,n.a.,Least depth known,4.5,1,,n.a.,,n.a.,n.a.,n.a.,"1st det: piece of wreck 4.5m long and 2m wide, oriented E / W",n.a.,n.a.,,n.a.,n.a.,n.a.,479.921267384,SHOM,n.a.,n.a.,n.a.
"128",FR 0000020991 00003,France,n.a.,6.7,,n.a.,Least depth known,,1,,n.a.,,n.a.,n.a.,n.a.,"1st det: half plastic dinghy hull, turned upside down, half silted up",n.a.,n.a.,,n.a.,n.a.,n.a.,88.9649428703,SHOM,n.a.,n.a.,n.a.
"129",FR 0000020983 00003,France,OYAPOK,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,1st det: the wreck is stranded,n.a.,Pusher or tug,,n.a.,n.a.,n.a.,966.085180837,SHOM,n.a.,n.a.,n.a.
"130",FR 0000020841 00003,France,n.a.,0,,n.a.,n.a.,,100,,n.a.,,n.a.,n.a.,n.a.,1st det: the wreck is stranded on the shore,n.a.,Sailing ship,,n.a.,n.a.,n.a.,84.377340862,SHOM,n.a.,n.a.,n.a.
"131",FR 0000450161 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,506.464420225,SHOM,n.a.,n.a.,n.a.
"132",FR 0000168367 00001,France,n.a.,,,n.a.,Unknown depth,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44.2309665866,SHOM,n.a.,n.a.,n.a.
"133",FR 0000168573 00001,France,n.a.,23.8,,n.a.,Least depth known,40,3,,n.a.,,n.a.,n.a.,n.a.,"2nd det: trawler-type wreck laid on the port side, measuring about 40m long, oriented NW / SE. Only the front part of the wreck remains",n.a.,"Fishing boat, trawler",,n.a.,n.a.,n.a.,2109.59500212,SHOM,n.a.,n.a.,n.a.
"134",FR 0000278758 00003,France,n.a.,11.9,,n.a.,Least depth known,12.3,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1769.8233969,SHOM,n.a.,n.a.,n.a.
"135",FR 0000450158 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,932.972501212,SHOM,n.a.,n.a.,n.a.
"136",FR 0000450160 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,2 visible masts,n.a.,n.a.,,n.a.,n.a.,n.a.,1158.61978235,SHOM,n.a.,n.a.,n.a.
"137",FR 0000168560 00001,France,n.a.,17.6,,n.a.,Least depth known,15,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: piece of wreckage with the keel, engine, shaft line and propeller. It is oriented NW / SE. Length 15m",n.a.,n.a.,,n.a.,n.a.,n.a.,601.526787401,SHOM,n.a.,n.a.,n.a.
"138",FR 0000168579 00001,France,n.a.,22,,n.a.,Least depth known,10,3,,n.a.,,n.a.,n.a.,n.a.,"2nd det: wreck resting on its starboard side, oriented in a NW / SE direction",n.a.,n.a.,,n.a.,n.a.,n.a.,1605.12252277,SHOM,n.a.,n.a.,n.a.
"139",FR 0000020985 00003,France,n.a.,8,,n.a.,Least depth known,2,1,,n.a.,,n.a.,n.a.,n.a.,1st det: piece of wreck 2m long,n.a.,n.a.,,n.a.,n.a.,n.a.,553.201896229,SHOM,n.a.,n.a.,n.a.
"140",FR 0000020833 00003,France,n.a.,18.7,,n.a.,Least depth known,2.5,1,,n.a.,,n.a.,n.a.,n.a.,"1st det: rectangle-shaped piece of wreck 2.5m long, 1.1 wide, oriented N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,803.503402909,SHOM,n.a.,n.a.,n.a.
"141",FR 0000020832 00003,France,n.a.,19,,n.a.,Least depth known,2.5,1,,n.a.,,n.a.,n.a.,n.a.,"1st det: rectangle-shaped piece of wreck 2.5m long, 1.1 wide, oriented N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,791.157213226,SHOM,n.a.,n.a.,n.a.
"142",FR 0000168561 00001,France,n.a.,18.1,,n.a.,Least depth known,4,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: piece of wreck 4m long, 3m wide, oriented N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,798.012771097,SHOM,n.a.,n.a.,n.a.
"143",FR 0000168565 00001,France,n.a.,16.5,,n.a.,Least depth known,8,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: piece of wreck oriented N / S, including in the NW, a piece of mast 3m long",n.a.,n.a.,,n.a.,n.a.,n.a.,547.400298734,SHOM,n.a.,n.a.,n.a.
"144",FR 0000168567 00001,France,n.a.,17.3,,n.a.,Least depth known,2.5,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: piece of wreck 2.5m long, oriented N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,550.752299742,SHOM,n.a.,n.a.,n.a.
"145",FR 0000168568 00001,France,n.a.,11.3,,n.a.,Least depth known,1.5,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: fiber bow rest, oriented SW / NE, 1.5m long and 1m wide",n.a.,n.a.,,n.a.,n.a.,n.a.,264.159065087,SHOM,n.a.,n.a.,n.a.
"146",FR 0000168569 00001,France,LE KAYALI,22.3,,n.a.,Least depth known,30,1,,Sunk on purpose in October 1994,"1994",n.a.,n.a.,n.a.,"2nd det: wreck 30m long, 7m wide",Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,270.987248685,SHOM,n.a.,n.a.,n.a.
"147",FR 0000168570 00001,France,LE DAKAR,9.8,,n.a.,Least depth known,35,1,,n.a.,,n.a.,n.a.,n.a.,"2nd det: wreck 35m long, 6m wide. The highest point is at the level of the rear deck, represented by a mast",n.a.,n.a.,,n.a.,n.a.,n.a.,582.876297516,SHOM,n.a.,n.a.,n.a.
"148",FR 0000099299 00001,France,NON-STOP,8.7,,n.a.,Least depth known,70,1,,"Washed up in October 1989 east of Gros Ilet. After an attempted refloating, she was towed and sunk between the Baleine beacon and Gros Ilet","1989",n.a.,n.a.,n.a.,n.a.,Registration: MA 813454. Motor vessel,Motorboat,,n.a.,n.a.,n.a.,692.468032758,SHOM,n.a.,n.a.,n.a.
"149",FR 0000129517 00001,France,MARIGNAN,4.5,,n.a.,Least depth known,30,1,,n.a.,,n.a.,n.a.,n.a.,"4th det: wreck resting on its starboard side on the bottom. The high point is located at the bow, orientation NE",Ship,n.a.,,n.a.,n.a.,n.a.,494.623070232,SHOM,n.a.,n.a.,n.a.
"150",FR 0000278755 00003,France,n.a.,19.9,,n.a.,Least depth known,10.4,1.4,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,2792.27138025,SHOM,n.a.,n.a.,n.a.
"151",FR 0000131632 00003,France,n.a.,42.5,,n.a.,Least depth known,17.6,20,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3943.55526666,SHOM,n.a.,n.a.,n.a.
"152",FR 0000180657 00003,France,n.a.,,,n.a.,Unknown depth,34,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,38.7771974193,SHOM,n.a.,n.a.,n.a.
"153",FR 0000180658 00003,France,n.a.,,,n.a.,Unknown depth,49,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,47.3580078341,SHOM,n.a.,n.a.,n.a.
"154",FR 0000000113 00001,France,n.a.,0,,n.a.,n.a.,20,6,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1989, The high point is the front, the rear is submerged. There remains the hull, the base of the mast and the 045/235 bowsprit. Length: 20 meters, width: 3.5 meters",n.a.,n.a.,,n.a.,n.a.,n.a.,31.9961617761,SHOM,n.a.,n.a.,n.a.
"155",FR 0000216461 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,184.827254452,SHOM,n.a.,n.a.,n.a.
"156",FR 0000216452 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,129.426775179,SHOM,n.a.,n.a.,n.a.
"157",FR 0000216462 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44.3527528074,SHOM,n.a.,n.a.,n.a.
"158",FR 0000216453 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22.6496998824,SHOM,n.a.,n.a.,n.a.
"159",FR 0000216454 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,55.8091103403,SHOM,n.a.,n.a.,n.a.
"160",FR 0000216456 00003,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,68.403799062,SHOM,n.a.,n.a.,n.a.
"161",FR 0000000106 00001,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,"09/10/1986: Building laid flat on the bottom, seems to be at anchor",n.a.,n.a.,,n.a.,n.a.,n.a.,13.7188717204,SHOM,n.a.,n.a.,n.a.
"162",FR 0000000528 00003,France,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,a complete rig (broken mast and torn sails),n.a.,n.a.,,n.a.,n.a.,n.a.,1813.9775049,SHOM,n.a.,n.a.,n.a.
"163",FR 0000163826 00001,France,LA CREOLE,,,n.a.,Unknown depth,,100,,n.a.,,n.a.,n.a.,n.a.,07/10/2009: Submerged sailboat with its mast protruding 5 meters out of the water,Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,144.003307738,SHOM,n.a.,n.a.,n.a.
"164",FR 0000000103 00001,France,n.a.,0.1,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,Coaster,Coaster,,n.a.,n.a.,n.a.,164.652948208,SHOM,n.a.,n.a.,n.a.
"165",FR 0000000100 00001,France,n.a.,6.1,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,Port dredger,Dredge,,n.a.,n.a.,n.a.,1541.92118813,SHOM,n.a.,n.a.,n.a.
"166",FR 0000000109 00001,France,n.a.,-0.7,,n.a.,Least depth known,30,10,,n.a.,,n.a.,n.a.,n.a.,"02/06/1989: Iron wreck 30 meters long, laid flat along the mangroves",n.a.,n.a.,,n.a.,n.a.,n.a.,108.437060519,SHOM,n.a.,n.a.,n.a.
"167",FR 0000114589 00001,France,GUSTAVIA,21.7,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,Coaster,Coaster,,n.a.,n.a.,n.a.,707.930745501,SHOM,n.a.,n.a.,n.a.
"168",FR 0000135883 00001,France,SIRIUS,,,n.a.,Unknown depth,,50,,Sank on 07/24/2004 at 3:29 p.m. UTC,"2004",n.a.,n.a.,n.a.,Sloop,Sloop sailboat,Sloop,,n.a.,n.a.,n.a.,311.682802702,SHOM,n.a.,n.a.,n.a.
"169",FR 0000114588 00001,France,FRAN-JACK,4.5,,n.a.,Least depth known,40,10,,Sank on purpose to create a dive site,,n.a.,n.a.,n.a.,"02/24/1999: length = 40 m, width = 7 m, orientation = E / W, placed straight on the bottom, the highest point is the top of the VHF antenna",Marie-slut dredge,Dredge,,n.a.,n.a.,n.a.,422.519702794,SHOM,n.a.,n.a.,n.a.
"170",FR 0000129951 00001,France,n.a.,22.1,,n.a.,Least depth known,5,10,,n.a.,,n.a.,n.a.,n.a.,"06/01/2003: Boat 5 m long, upside down, oriented 90 ° / 270 °; the highest point is the motor shaft surrounded by sand and broken shells",Small boat,Boat or three-masted,,n.a.,n.a.,n.a.,286.838722731,SHOM,n.a.,n.a.,n.a.
"171",FR 0000200057 00003,France,KWEZI,0,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,Mast rests on the bottom next to the sailboat. Position marked by day with a yellow buoy,Jeanneau sun magic 44 feet,Sailing ship,,n.a.,n.a.,n.a.,235.871186097,SHOM,n.a.,n.a.,n.a.
"172",FR 0000190658 00003,France,n.a.,,,n.a.,Unknown depth,11,3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,642.395110378,SHOM,n.a.,n.a.,n.a.
"173",FR 0000000111 00001,France,n.a.,0,,n.a.,n.a.,8,6,,n.a.,,n.a.,n.a.,n.a.,"1 st determination: 1989, wooden wreck, length: 8 meters. The cabin comes out of the water and is the high point. There remains the starboard gunwale and the transom that emerge",n.a.,n.a.,,n.a.,n.a.,n.a.,42.8345895904,SHOM,n.a.,n.a.,n.a.
"174",FR 0000173753 00003,France,n.a.,,,n.a.,Unknown depth,,20,,n.a.,,n.a.,n.a.,n.a.,Small wooden boat type tender,n.a.,n.a.,,n.a.,n.a.,n.a.,99.7490710035,SHOM,n.a.,n.a.,n.a.
"175",FR 0000122795 00003,France,n.a.,12.7,,n.a.,Least depth known,,35,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1182.92829138,SHOM,n.a.,n.a.,n.a.
"176",FR 0000135947 00001,France,LHOSTE,,,n.a.,Unknown depth,,9260,,n.a.,,n.a.,n.a.,n.a.,Sailboat registered MA 861386,Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,7876.31195473,SHOM,n.a.,n.a.,n.a.
"177",FR 0000000121 00001,France,n.a.,0,,n.a.,n.a.,,6,,n.a.,,n.a.,n.a.,n.a.,"1 st determination: 1989, old barge sunk along the quays of disused buildings at Pointe Beautirau",n.a.,n.a.,,n.a.,n.a.,n.a.,30.5105780269,SHOM,n.a.,n.a.,n.a.
"178",FR 0000135865 00001,France,AUGUSTIN FRESNEL 2,17.6,,n.a.,Least depth known,,5,,Was 'oceanized' on 07/11/2003,"2003",n.a.,n.a.,n.a.,xx / 02/2004: The wreck lies upright and is abundantly colonized by flora and fauna. 07/11/2003: The wreck was cleaned up before oceanization,Lighthouse and Beacon Ship,"Auxiliary vessel (e.g .: builder, cable ship)",,n.a.,n.a.,n.a.,320.500959147,SHOM,n.a.,n.a.,n.a.
"179",FR 0000006769 00003,France,n.a.,,,n.a.,Unknown depth,20,5,,n.a.,,n.a.,n.a.,n.a.,"1st det: wreck visible on aerial photo, length 20m and 5m wide, orientation NNE / SSW",n.a.,n.a.,,n.a.,n.a.,n.a.,66.760909891,SHOM,n.a.,n.a.,n.a.
"180",FR 0000463663 00003,France,n.a.,,,n.a.,Unknown depth,6,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,313.75483852,SHOM,n.a.,n.a.,n.a.
"181",FR 0000166652 00001,France,LYNNDY,4.1,,n.a.,Least depth known,50,5,,Sank in July 2007 following Cyclone Dynn,"2007",n.a.,n.a.,n.a.,"2nd det: Wreck of 50m, wide of 15m, posed on the starboard side, oriented NE-SW. The high point is located on top of the gangway materialized by the mast",Passenger ship,Ferry,,n.a.,n.a.,n.a.,136.941478223,SHOM,n.a.,n.a.,n.a.
"182",FR 0000006772 00003,France,n.a.,,,n.a.,Unknown depth,11,5,,n.a.,,n.a.,n.a.,n.a.,"1st det: wreck still uncovered, length 11m, width 4m, orientation N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,52.6990580154,SHOM,n.a.,n.a.,n.a.
"183",FR 0000006770 00003,France,n.a.,,,n.a.,Unknown depth,12,5,,n.a.,,n.a.,n.a.,n.a.,"1st det: wreck still uncovered, 12m long, and oriented N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,27.2409814135,SHOM,n.a.,n.a.,n.a.
"184",FR 0000000035 00001,France,MISSISSIPPI,0,,n.a.,n.a.,,11,,Sunk in 1880,"1880",n.a.,n.a.,n.a.,Boiler of 3m by 3m,Boilers,n.a.,,n.a.,n.a.,n.a.,3026.40209898,SHOM,n.a.,n.a.,n.a.
"185",FR 0000116353 00001,France,n.a.,0,,n.a.,Least depth known,7,500,,n.a.,,n.a.,n.a.,n.a.,Wreck of a sailboat of about 7 meters with the mast protruding from the water by about 3 meters,Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,42.7977329773,SHOM,n.a.,n.a.,n.a.
"186",FR 0000317933 00003,France,KRYSTAL TOY,,,n.a.,Unknown depth,30,100,,n.a.,,n.a.,n.a.,n.a.,The fishing vessel 'KRYSTAL TOY' is reported to have landed on a quail in the Bay of Marin near the 'Banc Major',n.a.,"Fishing boat, trawler",,n.a.,n.a.,n.a.,213.578981218,SHOM,n.a.,n.a.,n.a.
